N,ID_PR,ASL,RAGIONE SOCIALE,PARTITA IVA,NOME PRESIDIO,DECRETI,TIPO DI PROVVEDIMENTO,INDIRIZZO,COMUNE,CAP,Latitude,Longitude
800,1230,106 RM/F,MANT MED SRL,06992021003,MANT MED SRL,U00454/12,DECRETO DI ACCREDITAMENTO,VIA ANCONA 94 PIANO TERRA,LADISPOLI,00055,41.9498965,12.0761045
386,855,106 RM/F,MEDICAL SPURI SRL,07446261005,MEDICAL SPURI SRL,U00028/12,DECRETO DI ACCREDITAMENTO,VIA ETRURIA 8,CIVITAVECCHIA,00053,42.09287,11.79929
252,73,106 RM/F,PARSEC COOPERATIVA SOCIALE A R.L.,05127301009,PRESIDIO 1,U00335/13,DECRETO DI ACCREDITAMENTO,Via Gregorio Rocchi 11,CASTELNUOVO DI PORTO,00060,42.1248355,12.4904854
77,237,106 RM/F,PIANETA RIABILITAZIONE SRL,05386451008,PIANETA RIABILITAZIONE SRL,U00367/13,DECRETO DI ACCREDITAMENTO,LARGO DANTE TRAVAGLIATI N. 7,CERVETERI,00052,41.988425,12.087745
555,1627,106 RM/F,RES MEDICA SNC DI LORIANA PETRUZZI E C.,01297361006,RES MEDICA SNC DI LORIANA PETRUZZI E C.,"U00440/12
U00497/13",DECRETO DI ACCREDITAMENTO,Via Nazario Sauro 43,FORMELLO,00060,42.081444,12.40221
187,987,106 RM/F,RESIDENZA DEI RENAI SRL,05724241004,RSA SAN RAFFAELE TREVIGNANO,"U00197/13
U00331/13
U00072/14",DECRETO DI ACCREDITAMENTO,Via della Rena 73,TREVIGNANO ROMANO,00069,42.1588932,12.2319225
877,1399,106 RM/F,REVERIE COMUNITÀ 1,03788361008,REVERIE COMUNITA' 1 - MADONNA DEI DUE PONTI,U00124/13,DECRETO DI ACCREDITAMENTO,Via Madonna dei due ponti s.n.c.,ROMA,00060,42.13657269999999,12.542643
1004,1411,106 RM/F,Reverie Fondatori Impresa Sociale s.r.l.,03788361008,REVERIE COMUNITA' 1 - CENTRO DIURNO MADONNA DEI DUE PONTI,"U00252/13
U00123/14",DECRETO DI ACCREDITAMENTO,Via Madonna dei due ponti s.n.c.,CAPENA,00060,42.13657269999999,12.542643
1005,986,106 RM/F,Reverie Fondatori Impresa Sociale s.r.l.,03788361008,REVERIE COMUNITA' 1 - COMUNITA' TERAPEUTICO RIABILITATIVA,"U00276/13
U00005/14
U00122/14",DECRETO DI ACCREDITAMENTO,PASSO DEL CAVALLONE,CAPENA,00060,42.1409078,12.5394045
539,1472,106 RM/F,RSA FLAMINIA SRL,05377871008,RSA FLAMINIA (EX SORATTE),U00128/13,DECRETO DI ACCREDITAMENTO,VIA CAMPAGNANESE SNC,MORLUPO,00067,42.1489042,12.5030592
802,1008,106 RM/F,SALUS DI ALABISO ROBERTO & C S.N.C.,01056981002,SALUS DI ALABISO ROBERTO & C SNC,U00171/12,DECRETO DI ACCREDITAMENTO,VIA ANCONA 94,LADISPOLI,00055,41.949272,12.077886
646,1266,106 RM/F,SALUS S.R.L.,01255421008,SALUS S.R.L.,U00126/12,DECRETO DI ACCREDITAMENTO,Via Raffaele Cadorna 8/12,CIVITAVECCHIA,00053,42.09619929999999,11.7893036
215,318,106 RM/F,SANIMEDICA CCR SRL,01554521003,RSA BELLOSGUARDO,U00096/14,DECRETO DI ACCREDITAMENTO,VIA DELLE BOCCELLE N.3A,CIVITAVECCHIA,00053,42.06198,11.81869
678,1760,106 RM/F,SCOFIT RX SRL,01257251007,STRUTTURA AMBULATORIALE SCOFIT RX SRL,"U00439/12
U00018/14
U00254/14",DECRETO DI ACCREDITAMENTO,via Flaminia 6/R,RIGNANO FLAMINIO,00068,42.2062919,12.4785399
367,546,106 RM/F,STUDIO DI RADIOLOGIA MEDICA FASANELLI SNC,01134501004,STUDIO DI RADIOLOGIA MEDICA FASANELLI SNC ,"U00438/12
U00500/13",DECRETO DI ACCREDITAMENTO,VIA NAZARIO SAURO 43,FORMELLO,00060,42.081444,12.40221
516,61,106 RM/F,STUDIO DIAGNOSTICO TIBERINO,01516181003,STUDIO DIAGNIOSTICO TIBERINO DI ELEONORA DI GIORGI & C. SNC,U00436/12,DECRETO DI ACCREDITAMENTO,"Via Pietro Nenni, n° 2",FIANO ROMANO,00065,42.1662161,12.5889596
295,1608,106 RM/F,TERME DI STIGLIANO SRL,00962291001,TERME DI STIGLIANO,U00336/14,DECRETO DI ACCREDITAMENTO,LOCALITA' BAGNI STIGLIANO 2,CANALE MONTERANO,00062,42.1400313,12.1047329
1034,5714,106 RM/F,IMMOBILIARE MARINA DI SORSO SRL,06653191004,RSA SANTA MARINELLA *2,"U00297/13
U00103/14",DECRETO DI ACCREDITAMENTO,"via Aurelia, 183",SANTA MARINELLA,00058,42.0379294,11.8745564
1035,5692,106 RM/F,TOLFA CARE SRL,02312630417,RSA QUINTA STELLA *2,U00296/13,DECRETO DI ACCREDITAMENTO,"Via Grmasci, 1",TOLFA,00059,42.15103999999999,11.93551
588,1069,107 RM/G,3D DI DE AMICIS ITALO MARCELLO & CO. SNC,01856791007,SETTEVILLE,U00085/13,DECRETO DI ACCREDITAMENTO,VIA TIBURTINA N. 258,GUIDONIA MONTECELIO,00012,41.9521579,12.7295496
265,1311,107 RM/G,ANALISI CLINICHE CIOCCI SRL,04410741005,STRUTTURA AMBULATORIALE ANALISI CLINICHE CIOCCI SRL ,U00319/12,DECRETO DI ACCREDITAMENTO,"Via Palatina, 19 ",TIVOLI,00019,41.9636216,12.7995038
910,1751,107 RM/G,ANALISI CLINICHE VILLA ADRIANA S.R.L.,02940630581,CENTRO AMBULATORIALE ANALISI,"U00310/12
U00170/13",DECRETO DI ACCREDITAMENTO,VIALE TOMEI 3,TIVOLI,00019,41.9594892,12.7987525
391,38,107 RM/G,ASSOCIAZIONE DIANOVA ONLUS,01824880023,STRUTTURA PER LA CURA E LA RIABILITAZIONE DELLE PERSONE IN STATO DI DIPENDENZA,U00408/13,DECRETO DI ACCREDITAMENTO,STRADA DELLA SALVIA 13,PALOMBARA SABINA,00018,42.083944,12.7555438
33,1684,107 RM/G,ASSOCIAZIONE EGO ONLUS,08502441002,VILLA LETIZIA,U00090/13,DECRETO DI ACCREDITAMENTO,"VIA COLLE RISTRETTI, 88",ZAGAROLO,00039,41.8309962,12.8116935
510,825,107 RM/G,ASSOCIAZIONE INSIEME ONLUS,06311991001,INSIEME,U00047/13,DECRETO DI ACCREDITAMENTO,"via cardinale pietro parente, 33",SAN CESAREO,00030,41.8185638,12.7979193
785,1659,107 RM/G,ASSOCIAZIONE INSIEME ONLUS,06311991001,AL COLLE,U00046/13,DECRETO DI ACCREDITAMENTO,"Via cardinale pietro parente, 33",SAN CESAREO,00030,41.8185638,12.7979193
900,1661,107 RM/G,ASSOCIAZIONE INSIEME ONLUS,06311991001,OPERIAMO ASSIEME,U00043/13,DECRETO DI ACCREDITAMENTO,"via agrolatino, 112",LABICO,00030,41.7956046,12.8645374
13,1264,107 RM/G,AURORA HOSPITAL SRL,08161301000,PRESIDIO 1,U00448/13,DECRETO DI ACCREDITAMENTO,"Via S. Ambrogio, 1",COLLEFERRO,00034,41.7304755,13.0031463
873,1761,107 RM/G,NOMENTANA HOSPITAL,12153271007,NUOVO HOSPICE - DIALISI - RSA VALLE DEI CORSI A E B - POST ACUZIE - CENTRO POLIAMBULATORIALE - SERVIZI GENERALI,"U00282/13
U00530/13
U00004/14
U00024/14",DECRETO DI ACCREDITAMENTO,"Largo Nicola Berloco, 1",FONTENUOVA,00013,41.9932543,12.6125923
304,1744,107 RM/G,CENTRO DI TERAPIA FISICA E GINNASTICA MEDICA SRL,01055041006,CENTRO AMBULATORIALE,"U00472/12
U00225/13",DECRETO DI ACCREDITAMENTO,Viale Trieste 2,TIVOLI,00019,41.9594986,12.7982978
305,1744,107 RM/G,CENTRO DI TERAPIA FISICA E GINNASTICA MEDICA SRL,01055041006,CENTRO AMBULATORIALE,U00479/12,DECRETO DI ACCREDITAMENTO,VIA TIBURTINA,TIVOLI,00019,41.9579586,12.7769057
335,131,107 RM/G,CENTRO FISIOTERAPICO SRL,01938951009,CENTRO FISIOTERAPICO SRL,U00223/12,DECRETO DI ACCREDITAMENTO," via Martiri di Cicchetti, 6",SUBIACO,00028,41.924433,13.097746
685,1188,107 RM/G,CENTRO MEDICO FILIPPI S.R.L.,04148201009,CENTRO MEDICO FILIPPI S.R.L.,U00173/12,DECRETO DI ACCREDITAMENTO,via consolare latina 48,COLLEFERRO,00034,41.7265996,13.0071962
767,1358,107 RM/G,CENTRO MEDICO POLISPECIALISTICO VILLANOVA SRL,01689771002,CENTRO MEDICO POLISPECIALISTICO VILLANOVA SRL,"U00253/12
U00457/13",DECRETO DI ACCREDITAMENTO,"VIA NAZ. TIBURTINA KM 25,600",GUIDONIA MONTECELIO,00012,41.9939694,12.7245045
975,512,107 RM/G,DIAGNOSI ANALISI E TERAPIE PASTEUR S.R.L.,01224981009,STRUTTURA AMBULATORIALE - DIAGNOSI ANALISI E TERAPIE PASTEUR S.R.L.,U00209/12,DECRETO DI ACCREDITAMENTO,"Via Luigi Einaudi, 33",MENTANA,00013,42.037647,12.6419
590,1080,107 RM/G,DIAGNOSIS S.R.L.,04120211000,PRESIDIO AMBULATORIALE DIAGNOSIS SRL,U00053/12,DECRETO DI ACCREDITAMENTO,VIA GIUSEPPE DI VITTORIO 5,ARTENA,00031,41.74321,12.9121606
676,1702,107 RM/G,EIDOS DIAGNOSTICA PER IMMAGINI S.R.L.,03517411009,STRUTTURA AMBULATORIALE EIDOS DIAGNOSTICA PER IMMAGINI SRL,U00400/12,DECRETO DI ACCREDITAMENTO,Viale Roma 52-60,GUIDONIA MONTECELIO,00012,41.995038,12.725823
1,1117,107 RM/G,EUROMEDICAL S.R.L.,05522041002,EUROMEDICAL S.R.L.,U00445/12,DECRETO DI ACCREDITAMENTO,VIA FONTANA BRACCHI 63,COLLEFERRO,00034,41.721128,13.003187
491,510,107 RM/G,FLEMING SRL,01267311007,FLEMING,U00213/12,DECRETO DI ACCREDITAMENTO,VIA EDMONDO RIVA 59/Z,MONTEROTONDO,00015,42.055816,12.6167811
177,1863,107 RM/G,GERESS S.R.L.,07664411001,COLLE CESARANO PSICHIATRIA,U00155/13,DECRETO DI ACCREDITAMENTO,"Via Maremmana Inferiore Km 3,200",TIVOLI,00010,41.959817,12.8022261
178,1862,107 RM/G,GERESS S.R.L.,07664411001,COLLE CESARANO RSA ,"U00169/13
U00346/14",DECRETO DI ACCREDITAMENTO,"Via Maremmana Inferiore Km 3,200",TIVOLI,00010,41.959817,12.8022261
158,1595,107 RM/G,GIEFFE SANITÀ S.R.L.,09731281003,VILLA MADDALENA,U00165/13,DECRETO DI ACCREDITAMENTO,Via Sant'Anna 26,CASTEL MADAMA,00024,41.9606951,12.8004384
437,1694,107 RM/G,GLI ANNALI S.R.L.,06054921009,GLI ANNALI,U00262/13,DECRETO DI ACCREDITAMENTO,Via degli Annali snc,CINETO ROMANO,00020,42.04946229999999,12.9617088
635,859,107 RM/G,HUGH O'HEIR S.R.L.,05490111001,STRUTTURA AMBULATORIALE HUGH O'HEIR S.R.L.,U00125/12,DECRETO DI ACCREDITAMENTO,"Via F. De Pinedo, 32/A",GUIDONIA MONTECELIO,00012,41.9952619,12.725653
979,654,107 RM/G,IL VOLO COOP. SOC. DI PROD E LAVORO,05669631003,LA STAFFA,"U00072/13
U00418/13",DECRETO DI ACCREDITAMENTO,VIA BARI 17/19,GUIDONIA MONTECELIO,00012,41.9532615,12.7296655
736,746MP,107 RM/G,ISTITUTO NEUROTRAUMATOLOGICO ITALIANO SPA,01009381003,CASA DI CURA INI MEDICUS ACUTI - RIABILITAZIONE - RSA1 - RSA2  - AMBULATORIALE,"U00347/13
U00305/14",DECRETO DI ACCREDITAMENTO,P.le San Giovanni di Dio,TIVOLI,00019,41.959817,12.8022261
976,747MP,107 RM/G,ISTITUTO NEUROTRAUMATOLOGICO ITALIANO SPA,01009381003,CASA DI CURA INI VILLA DANTE RIABILITAZIONE - AMBULATORIALE,"U00312/13
U00463/13
U00266/14",DECRETO DI ACCREDITAMENTO,"Viale Roma, 298",GUIDONIA MONTECELIO,00012,41.9562532,12.710824
122,883,107 RM/G,ITALIAN HOSPITAL GROUP SPA,06703461001,CENTRO DIURNO PER IL TRATTAMENTO DEI DCA E OBESITÀ VILLA PIA,U00218/13,DECRETO DI ACCREDITAMENTO,"Via Pantano, 35",GUIDONIA MONTECELIO,00012,41.9860388,12.7214803
123,319,107 RM/G,ITALIAN HOSPITAL GROUP SPA,06703461001,"STRUTTURA RESIDENZIALE PSICHIATRICA ""SUBIACO 2""",U00178/13,DECRETO DI ACCREDITAMENTO,"CORSO CESARE BATTISTI, 13",SUBIACO,00028,41.9245457,13.0904107
191,1054,107 RM/G,ITALIAN HOSPITAL GROUP SPA,06703461001,DIALISI ,U00063/14,DECRETO DI ACCREDITAMENTO,Via Tiburtina,GUIDONIA MONTECELIO,00012,41.9413296,12.6491829
241,724,107 RM/G,ITALIAN HOSPITAL GROUP SPA,06703461001,STRUTTURA RESIDENZIALE PSICHIATRICA IHG CANTERANO 1 ,U00223/13,DECRETO DI ACCREDITAMENTO,"Via della Maddalena, 2",ROCCA CANTERANO,00020,41.957104,13.0206777
489,467,107 RM/G,ITALIAN HOSPITAL GROUP SPA,06703461001,STRUTTURA RESIDENZIALE PSICHIATRICA VILLANOVA 1 ,U00162/13,DECRETO DI ACCREDITAMENTO,"Via Cialdini, 25 ",GUIDONIA MONTECELIO,00011,41.9638143,12.7525283
611,392,107 RM/G,ITALIAN HOSPITAL GROUP SPA,06703461001,STRUTTURA RESIDENZIALE PSICHIATRICA VILLA ADRIANA 1,U00011/14,DECRETO DI ACCREDITAMENTO,"Via Sardegna, 2 ",TIVOLI,00010,41.955482,12.7691275
628,655,107 RM/G,ITALIAN HOSPITAL GROUP SPA,06703461001,STRUTTURA RESIDENZIALE PSICHIATRICA VILLAGGIO ADRIANO  2,U00196/13,DECRETO DI ACCREDITAMENTO,"Via del Canopo, 6",TIVOLI,00010,41.9423283,12.7574579
634,843,107 RM/G,ITALIAN HOSPITAL GROUP SPA,06703461001,STRUTTURA RESIDENZIALE PER IL TRATTAMENTO DEI DCA E OBESITÀ VILLA PIA,U00211/13,DECRETO DI ACCREDITAMENTO,"Via Pantano, 35",GUIDONIA MONTECELIO,00012,41.9860388,12.7214803
841,633,107 RM/G,ITALIAN HOSPITAL GROUP SPA,06703461001,STRUTTURA RESIDENZIALE PSICHIATRICA VILLANOVA GIONA,U00173/13,DECRETO DI ACCREDITAMENTO,"Via Carini, 15",GUIDONIA MONTECELIO,00011,41.9677677,12.7538264
1000,48,107 RM/G,ITALIAN HOSPITAL GROUP SPA,06703461001,"STRUTTURA RESIDENZIALE PSICHIATRICA ""SUBIACO 1"" ",U00159/13,DECRETO DI ACCREDITAMENTO,"CORSO CESARE BATTISTI, 13",SUBIACO,00028,41.9245457,13.0904107
1001,492,107 RM/G,ITALIAN HOSPITAL GROUP SPA,06703461001,STRUTTURA RESIDENZIALE PSICHIATRICA VILLANOVA 2,U00174/13,DECRETO DI ACCREDITAMENTO,"Via Cialdini, 25 ",GUIDONIA MONTECELIO,00011,41.9638143,12.7525283
1002,649,107 RM/G,ITALIAN HOSPITAL GROUP SPA,06703461001,STRUTTURA RESIDENZIALE PSICHIATRICA VILLAGGIO ADRIANO 1 ,U00192/13,DECRETO DI ACCREDITAMENTO,"Via del Canopo, 6",TIVOLI,00010,41.9423283,12.7574579
1003,767,107 RM/G,ITALIAN HOSPITAL GROUP SPA,06703461001,STRUTTURA RESIDENZIALE PSICHIATRICA IHG CANTERANO 2,U00222/13,DECRETO DI ACCREDITAMENTO,"Via della Maddalena, 2",ROCCA CANTERANO,00020,41.957104,13.0206777
1012,411,107 RM/G,ITALIAN HOSPITAL GROUP SPA,06703461001,STRUTTURA RESIDENZIALE PSICHIATRICA VILLA ADRIANA 2,U00012/14,DECRETO DI ACCREDITAMENTO,"Via Sardegna, 2 ",TIVOLI,00010,41.955482,12.7691275
1013,419,107 RM/G,ITALIAN HOSPITAL GROUP SPA,06703461001,STRUTTURA RESIDENZIALE PSICHIATRICA VILLA ADRIANA 3,U00013/14,DECRETO DI ACCREDITAMENTO,"Via Sardegna, 2 ",TIVOLI,00010,41.955482,12.7691275
1014,424,107 RM/G,ITALIAN HOSPITAL GROUP SPA,06703461001,STRUTTURA RESIDENZIALE PSICHIATRICA VILLA ADRIANA 4,U00010/14,DECRETO DI ACCREDITAMENTO,"Via Sardegna, 2 ",TIVOLI,00010,41.955482,12.7691275
1017,906,107 RM/G,ITALIAN HOSPITAL GROUP SPA,06703461001,RSA 1 GERIATRIA,U00035/14,DECRETO DI ACCREDITAMENTO,Via Tiburtina,GUIDONIA MONTECELIO,00012,41.9413296,12.6491829
1018,1001,107 RM/G,ITALIAN HOSPITAL GROUP SPA,06703461001,RSA 2 DISABILITA',U00036/14,DECRETO DI ACCREDITAMENTO,Via Tiburtina,GUIDONIA MONTECELIO,00012,41.9413296,12.6491829
1019,1017,107 RM/G,ITALIAN HOSPITAL GROUP SPA,06703461001,RSA 3 GERIATRIA,U00038/14,DECRETO DI ACCREDITAMENTO,Via Tiburtina,GUIDONIA MONTECELIO,00012,41.9413296,12.6491829
1020,1049,107 RM/G,ITALIAN HOSPITAL GROUP SPA,06703461001,HOSPICE - CENTRO RESIDENZIALE PER CURE PALLIATIVE - ASSISTENZA DOMICILIARE - AMBULATORIO DI NEUROLOGIA E UVA,U00043/14,DECRETO DI ACCREDITAMENTO,Via Tiburtina,GUIDONIA MONTECELIO,00012,41.9413296,12.6491829
529,1287,107 RM/G,"LABORATORIO ANALISI CLINICHE ""TIBURTINO VALERIO"" S.R.L.",01142571007,STRUTTURA AMBULATORIALE LABORATORIO ANALISI CLINICHE TIBURTINO VALERIO S.R.L.,"U00288/12
U00037/13",DECRETO DI ACCREDITAMENTO,"Via Tiburtina Valeria, 36",VICOVARO,00029,42.01612430000001,12.8954388
905,1700,107 RM/G,LABORATORIO ANALISI CLINICHE E MICROBIOLOGICHE SANTACROCE S.R.L.,01130081001,STRUTTURA AMBULATORIALE LABORATORIO ANALISI CLINICHE E MICROBIOLOGICHE SANTACROCE SRL,U00297/12,DECRETO DI ACCREDITAMENTO,Viale Arnaldi 13-15,TIVOLI,00019,41.9598822,12.795141
909,1732,107 RM/G,LABORATORIO ANALISI CLINICHE SALUBRIS S.S.,02146131004,STRUTTURA AMBULATORIALE LABORATORIO ANALISI SALUBRIS S.S.,U00156/12,DECRETO DI ACCREDITAMENTO,Via Roma 215,MONTELIBRETTI,00010,42.129968,12.7352
211,279,107 RM/G,LABORATORIO ANALISI CLINICHE SALUS SRL,01157671007,LABORATORIO ANALISI CLINICHE SALUS SRL,U00267/12,DECRETO DI ACCREDITAMENTO,VIA TOMMASO NERI N.5,TIVOLI,00011,41.9529425,12.7212726
238,666,107 RM/G,LABORATORIO ANALISI GUIDONIA SRL,01078681002,STRUTTURA AMBULATORIALE LABORATORIO ANALISI GUIDONIA S.R.L.,U00311/12,DECRETO DI ACCREDITAMENTO,VIA ROMA N. 190/A,GUIDONIA MONTECELIO,00012,41.9869879,12.716552
486,444,107 RM/G,LABORATORIO ANALISI VILLANOVA SRL,01153541006,STRUTTURA AMBULATORIALE LABORATORIO ANALISI VILLANOVA S.R.L.,U00082/13,DECRETO DI ACCREDITAMENTO,VIA GALLETTI N. 8-10,GUIDONIA MONTECELIO,00012,41.9614508,12.7571047
855,821,107 RM/G,LABORATORIO CLINICO NOMENTANO SRL,01081071001,"STRUTTURA AMBULATORIALE POLIAMBULATORIO SPECIALISTICO - DIAGNOSTICA PER IMMAGINI  ""LABORATORIO CLINICO NOMENTANO""",U00228/12,DECRETO DI ACCREDITAMENTO,Via dello Stadio 1 ,MONTEROTONDO,00015,42.05502,12.6198
813,234,107 RM/G,LIBERI S.A.S. DI FRATTINI MARIA TERESA,07580341001,PRESIDIO 1,U00094/13,DECRETO DI ACCREDITAMENTO,VIA MAINELLO N. 10,GALLICANO NEL LAZIO,00010,41.8674068,12.7980496
131,1245,107 RM/G,ALLIANCE MEDICAL DIAGNOSTIC S.R.L.,02846000616,PRESIDIO AMBULATORIALE LINEA MEDICA,"U00442/12
U00053/14
U00405/14",DECRETO DI ACCREDITAMENTO,Via Ugo Foscolo 14,FONTENUOVA,00013,41.9975824,12.6215659
29,1594,107 RM/G,RIO OASI S.R.L.,05456541001,PRESIDIO 1 RSA,U00400/13,DECRETO DI ACCREDITAMENTO,"Piazza Sebastiani Antonio, snc",RIOFREDDO,00020,42.0595895,12.9978217
291,1570,107 RM/G,SAN CESAREO SRL,01257171007,LABORATORIO ANALISI POLIAMBULATORIO SAN CESAREO SRL,"U00298/12
U00149/13",DECRETO DI ACCREDITAMENTO,Via Giovanni Amendola 8,SAN CESAREO,00030,41.8230204,12.7995923
920,1894,107 RM/G,SANITAS 2002 S.R.L.,06757911000,POLIAMBULATORIO SPECIALISTICO ,U00317/12,DECRETO DI ACCREDITAMENTO,Via Speciano 5/6,CAVE,00033,41.8160609,12.9391369
408,1310,107 RM/G,SERVIZI INTERCOMUNALI SAS DI MASTROVINCENZO MAURO & C.,05716021000,FRANCESCO,U00108/13,DECRETO DI ACCREDITAMENTO,Via Cavour 12,VALMONTONE,00038,41.7728201,12.9208406
834,508,107 RM/G,STUDIO ANALISI IPPOCRATE S.R.L.,01151761002,STRUTTURA AMBULATORIALE STUDIO ANALISI IPPOCRATE S.R.L.,U00036/13,DECRETO DI ACCREDITAMENTO,"Via Palombarese Km 19,00",GUIDONIA MONTECELIO,00012,41.9939694,12.7245045
138,1290,107 RM/G,STUDIO MEDICO S.GIORGIO SRL,01259111001,STUDIO MEDICO SAN GIORGIO S.R.L,"U00061/13
U00465/13",DECRETO DI ACCREDITAMENTO,Via Fontana dell'Oste,COLLEFERRO,00034,41.7296917,13.0165809
987,812,107 RM/G,STUDIO RADIOLOGICO GUIDONIA SRL,01121641003,STRUTTURA AMBULATORIALE STUDIO RADIOLOGICO GUIDONIA SRL,U00025/13,DECRETO DI ACCREDITAMENTO,VIA ROMA 190,GUIDONIA MONTECELIO,00012,41.986933,12.716505
234,2623,107 RM/G,VILLA ALBA S.R.L.,01707861009,VILLA ALBA FONTE NUOVA,U00321/13,DECRETO DI ACCREDITAMENTO,"Via Nomentana, 432",FONTENUOVA,00013,41.9982317,12.6219777
6,1200,107 RM/G,VILLA LUANA G.I.F.I. S.R.L.,00966001000,CASA DI CURA PRIVATA VILLA LUANA,U00221/14,DECRETO DI ACCREDITAMENTO,Via Tivoli 66,POLI,00010,41.88855600000001,12.895449
1037,4295,107 RM/G,CASA 2000 S.R.L.,01336371008,RSA ICILIO GIORGIO MANCINI *2,U00258/13,DECRETO DI ACCREDITAMENTO,Viale Icilio Giorgio Mancini 12,ARCINAZZO ROMANO,00020,41.8505286,13.1734548
1038,5783,107 RM/G,FONDAZIONE  FILIPPO TURATI ONLUS,00225150473,RSA FONDAZIONE TURATI *2,U00256/13,DECRETO DI ACCREDITAMENTO,"Via Colle del Pero, 1abc",ZAGAROLO,00039,41.8371849,12.8332621
184,1211,108 RM/H,AIVA-ASSOCIAZIONE INTERNAZIONALE VITA ALTERNATIVA-ONLUS,04530181009,AIVA-ASSOCIAZIONE INTERNAZIONALE VITA ALTERNATIVA-ONLUS,U00208/13,DECRETO DI ACCREDITAMENTO,VIA LAGO DI COMO 22B,NETTUNO,00048,41.53259,12.63085
273,1410,108 RM/H,ASSOCIAZIONE ARCA- COMUNITA' IL CHICCO O.N.L.U.S (ENTE MORALE D.M.30-4-1991),1.0722801007E10,ASSOCIAZIONE ARCA COMUNITA' IL CHICCO ONLUS,"U00182/13
U00267/14",DECRETO DI ACCREDITAMENTO,"VIA ANCONA, 1",CIAMPINO,00043,41.789913,12.618578
325,1015,108 RM/H,ASSOCIAZIONE COMUNITA' MASSIMO ONLUS,9.0011070589E10,ASSOCIAZIONE COMUNITA' MASSIMO ONLUS,U00241/13,DECRETO DI ACCREDITAMENTO,VIA DELL'ORATORIO DI SANTA RITA 3,ANZIO,00042,41.458833,12.621878
687,1203,108 RM/H,ASSOCIAZIONE DI VOLONTARIATO ONLUS NUOVI ORIZZONTI,9.6218850582E10,"COMUNITÀ ""CASA GIOIA""","U00488/13
U00228/14",DECRETO DI ACCREDITAMENTO,P.zza Garibaldi 8,MARINO,00047,41.77007589999999,12.6547439
633,801,108 RM/H,ASSOCIAZIONE L'APPRODO ONLUS,04549791004,ASSOCIAZIONE L'APPRODO ONLUS ,"U00067/13
U00436/13",DECRETO DI ACCREDITAMENTO,lungomare Enea n. 10,ANZIO,00042,41.50353,12.581293
707,196,108 RM/H,ASSOCIAZIONE MAPSI- VILLA BONA,05515551009,VILLA BONA-ASSOCIAZIONE MAPSI,U00066/13,DECRETO DI ACCREDITAMENTO,Lungomare dei Troiani 58,ARDEA,00040,41.5558319,12.5318906
852,789,108 RM/H,ASSOHANDICAP ONLUS,02146781006,ASSOHANDICAP ONLUS,U00203/13,DECRETO DI ACCREDITAMENTO,"VIA PIETRO NENNI, 2",MARINO,00047,41.7731921,12.6676527
119,861,108 RM/H,BEAUTY SHOP SRL,01133291003,BEAUTY SHOP SRL,U00325/12,DECRETO DI ACCREDITAMENTO,via Armando Diaz snc,NETTUNO,00048,41.4577305,12.6654914
73,113,108 RM/H,BEL.GE.CA. S.R.L.,07067071006,MATER DEI,U00210/13,DECRETO DI ACCREDITAMENTO,via dei villini 17,ARICCIA,00040,41.72382,12.66523
334,114,108 RM/H,BEL.GE.CA. S.R.L.,07067071006,ARS SANA,U00245/13,DECRETO DI ACCREDITAMENTO,via dei villini 17,ARICCIA,00040,41.72382,12.66523
261,1265,108 RM/H,C.O.F. SRL CENTRO ORTOPEDICO FISIOTERAPICO,01172751008,C.O.F. S.R.L. CENTRO ORTOPEDICO FISIOTERAPICO,"U00248/12
U00107/14",DECRETO DI ACCREDITAMENTO,VIA DEGLI ATLANTICI 21,VELLETRI,00049,41.69161,12.780385
121,878,108 RM/H,"CASA DI CURA PRIVATA ""MADONNA DELLE GRAZIE"" S.P.A.",02155411008,SPECIALISTICA - DEGENZA CASA DI CURA PRIVATA MADONNA DELLE GRAZIE S.P.A.,"U00181/13
U00490/13
U00098/14",DECRETO DI ACCREDITAMENTO,"Viale Salvo D'Acquisto, 67",VELLETRI,00049,41.6739718,12.775624
553,27,108 RM/H,CASA DI CURA S. ANNA - POLICLINICO CITTÀ DI POMEZIA S.R.L.,01998571002,AMBULATORI -DEGENZE,"U00214/13
U00254/13",DECRETO DI ACCREDITAMENTO,Via del Mare 69/71,POMEZIA,00040,41.672433,12.495707
249,857,108 RM/H,CEFI  S.R.L,01053701007,CEFI S.R.L.,U00107/13,DECRETO DI ACCREDITAMENTO,via Giuditta Levato 3,CIAMPINO,00043,41.7894998,12.6187529
714,299,108 RM/H,CENTRO ANALISI CLINICHE MORENA DI VALENZI LIBERA S.N.C,01149931006,CENTRO ANALISI CLINICHE MORENA DI VALENZI LIBERA S.N.C,U00233/12,DECRETO DI ACCREDITAMENTO,Via Morena 30-32,CIAMPINO,00043,41.8049367,12.605707
970,434,108 RM/H,CENTRO ANALISI SIM.O. SRL,01314471002,STRUTT. AMBUL. CENTRO ANALISI SIM.O. SRL,U00249/12,DECRETO DI ACCREDITAMENTO,VIA ESCULAPIO c/o CENTRO COMM. ANTEO,ANZIO,00042,41.4495955,12.6197253
